,Time,State,Confirmed,Recovered,Deaths,Active,New Cases
0,2021-04-22 22:52:54,Dadra and Nagar Haveli and Daman and Diu,5852,4137,4,1680,
1,2021-04-23 20:33:18,Dadra and Nagar Haveli and Daman and Diu,6015,4208,4,1772,163.0
2,2021-04-23 21:42:06,Dadra and Nagar Haveli and Daman and Diu,6073,4242,4,1796,58.0
3,2021-04-24 22:30:36,Dadra and Nagar Haveli and Daman and Diu,6307,4352,4,1920,234.0
4,2021-04-25 21:14:08,Dadra and Nagar Haveli and Daman and Diu,6510,4456,4,2019,203.0
5,2021-04-26 19:41:10,Dadra and Nagar Haveli and Daman and Diu,6562,4475,4,2052,52.0
6,2021-04-26 20:44:13,Dadra and Nagar Haveli and Daman and Diu,6637,4570,4,2032,75.0
7,2021-04-27 19:41:40,Dadra and Nagar Haveli and Daman and Diu,6682,4664,4,1983,45.0
8,2021-04-27 20:33:27,Dadra and Nagar Haveli and Daman and Diu,6838,4753,4,2050,156.0
9,2021-04-28 11:41:15,Dadra and Nagar Haveli and Daman and Diu,6854,4760,4,2059,16.0
10,2021-04-28 20:13:05,Dadra and Nagar Haveli and Daman and Diu,6903,4794,4,2074,49.0
11,2021-04-28 21:18:45,Dadra and Nagar Haveli and Daman and Diu,6915,4821,4,2059,12.0
12,2021-04-28 22:33:34,Dadra and Nagar Haveli and Daman and Diu,7054,4879,4,2140,139.0
13,2021-04-29 11:40:49,Dadra and Nagar Haveli and Daman and Diu,7173,5039,4,2099,119.0
14,2021-04-29 20:14:04,Dadra and Nagar Haveli and Daman and Diu,7378,5151,4,2192,205.0
15,2021-04-30 13:33:05,Dadra and Nagar Haveli and Daman and Diu,7391,5177,4,2179,13.0
16,2021-04-30 18:56:59,Dadra and Nagar Haveli and Daman and Diu,7451,5219,4,2193,60.0
17,2021-04-30 19:30:13,Dadra and Nagar Haveli and Daman and Diu,7451,5217,4,2198,0.0
18,2021-04-30 20:10:56,Dadra and Nagar Haveli and Daman and Diu,7497,5270,4,2191,46.0
